color,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,plot_keywords,language,country,content_rating,title_year
Color,Victor Salva,90,Patricia Belcher,37470017,Horror|Mystery,Eileen Brennan,Jeepers Creepers ,86890,Jonathan Breck,demon|gore|record player|tattoo|wings,English,Germany,R,2001
Color,Stephen Herek,90,George Carlin,40485039,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Excellent Adventure ,85362,Al Leong,failing student|high school|payphone|teenager|telephone booth,English,USA,PG,1989
Color,Carol Reed,153,Ron Moody,16800000,Drama|Family|Musical,Oliver Reed,Oliver! ,25303,Jack Wild,abuse|child|orphan|orphanage|pickpocket,English,UK,G,1968
Color,John Madden,124,Penelope Wilton,46377022,Comedy|Drama,Tom Wilkinson,The Best Exotic Marigold Hotel ,75306,Celia Imrie,hotel|india|marigold|retiree|retirement,English,UK,PG-13,2011
Color,Chuck Sheetz,82,Andrew Lawrence,36696761,Animation|Comedy|Family|Mystery|Sci-Fi,Diedrich Bader,Recess: School's Out ,6808,Dabney Coleman,friend|principal|summer|summer camp|summer vacation,English,USA,G,2001
Color,George Miller,107,Bruce Spence,36200000,Action|Adventure|Sci-Fi|Thriller,Tina Turner,Mad Max Beyond Thunderdome ,101840,Angelo Rossitto,arena|desert|fight|mad max|post apocalypse,English,Australia,PG-13,1985
Color,Mark L. Lester,75,Vernon Wells,,Action|Adventure|Thriller,Bill Duke,Commando ,111649,Rae Dawn Chong,body count|dictator|jumping from an airplane|knife fight|one man army,English,USA,R,1985
Color,William Brent Bell,97,Rupert Evans,35794166,Horror|Mystery|Thriller,Lauren Cohan,The Boy ,35654,Stephanie Lemelin,animate doll|doll|england|nanny|surprise ending,English,USA,PG-13,2016
Color,John Erick Dowdle,80,Bokeem Woodbine,33583175,Horror|Mystery|Thriller,Bojana Novakovic,Devil ,104089,Geoffrey Arend,devil|elevator|hit and run|throat slitting|trapped in an elevator,English,USA,PG-13,2010
Color,Marcus Raboy,85,Mike Epps,32983713,Comedy|Drama,John Witherspoon,Friday After Next ,19284,Katt Williams,apartment|christmas|christmas present|rent|security guard,English,USA,R,2002
Color,Leigh Whannell,97,Hayley Kiyoko,52200504,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 3 ,54190,Leigh Whannell,demon|possession|psychic|supernatural|teenager,English,Canada,PG-13,2015
Color,Michael Schultz,109,Vanity,33000000,Action|Comedy|Drama|Music,Mike Starr,The Last Dragon ,9424,Keshia Knight Pulliam,cult film|kung fu|kung fu classic|martial arts|title spoken by character,English,USA,PG-13,1985
Color,Guy Ritchie,104,Brad Pitt,30093107,Comedy|Crime,Jason Statham,Snatch ,600996,Jason Flemyng,boxer|boxing|diamond|fight|gypsy,English,UK,R,2000
Color,Brett Leonard,140,Austin O'Brien,32101000,Horror|Sci-Fi,Jeff Fahey,The Lawnmower Man ,27800,Troy Evans,intelligence|science runs amok|scientist|supernatural power|virtual reality,English,UK,R,1992
Color,Peter Sollett,90,Alexis Dziena,31487293,Comedy|Drama|Music|Romance,Ari Graynor,Nick and Norah's Infinite Playlist ,74887,Aaron Yoo,band|gay|gay friend|love|night,English,USA,PG-13,2008
Color,Kevin Smith,130,Janeane Garofalo,30651422,Adventure|Comedy|Drama|Fantasy,Matt Damon,Dogma ,181737,George Carlin,abortion|abortion clinic|angel|church|clinic,English,USA,R,1999
Color,Bob Dolman,98,Eva Amurri Martino,30306281,Comedy|Drama,Erika Christensen,The Banger Sisters ,12388,Sal Lopez,bartender|groupie|lawyer|road trip|writer,English,USA,R,2002
Color,Joe Dante,101,Al Leong,29500000,Fantasy|Horror|Sci-Fi,Albert Brooks,Twilight Zone: The Movie ,25613,Vic Morrow,1940s|1960s|bar|kick the can|remake,English,USA,PG,1983
Color,Rowdy Herrington,114,Kevin Tighe,30050028,Action|Thriller,Ben Gazzara,Road House ,42987,Kelly Lynch,bikini|cult film|fired from the job|martial arts|violence,English,USA,R,1989
Color,Keenen Ivory Wayans,100,Salli Richardson-Whitfield,29392418,Action|Comedy|Crime,Jada Pinkett Smith,A Low Down Dirty Shame ,3924,Charles S. Dutton,drugs|ex cop|gun fu|machismo|shootout,English,USA,R,1994
Color,John Polson,85,Shiri Appleby,28563926,Drama|Thriller,Erika Christensen,Swimfan ,16300,Jason Ritter,high school|hospital|new jersey|stanford university|swimming,English,USA,PG-13,2002
Color,Greg Coolidge,103,Danny Woodburn,28435406,Comedy|Romance,Dane Cook,Employee of the Month ,37681,Jessica Simpson,competition|date|employee|laser in eyes|slacker,English,USA,PG-13,2006
Color,Harry Elfont,100,Lauren Ambrose,25339117,Comedy|Romance,Ethan Embry,Can't Hardly Wait ,37885,Charlie Korsmo,graduation|high school|letter|nerd|party,English,USA,PG-13,1998
Color,Francis Ford Coppola,114,William Smith,25600000,Crime|Drama,Tom Cruise,The Outsiders ,57363,Tom Waits,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,English,USA,PG-13,1983
Color,David Lowery,102,Oona Laurence,,Adventure|Family|Fantasy,Bryce Dallas Howard,Pete's Dragon ,408,Isiah Whitlock Jr.,,English,USA,PG,2016
Color,David Cronenberg,103,Herbert Lom,,Horror|Sci-Fi|Thriller,Tom Skerritt,The Dead Zone ,44804,Anthony Zerbe,car accident|coma|evil politician|psychic|vision,English,USA,R,1983
Color,Ciarán Foy,97,James Ransone,27736779,Horror|Mystery|Thriller,Laila Haley,Sinister 2 ,25210,Jaden Klein,deputy|farmhouse|nightmare|private investigator|rural,English,USA,R,2015
Color,Salim Akil,116,Curtis Armstrong,24397469,Drama|Music,Omari Hardwick,Sparkle ,5161,Mike Epps,1960s|death|girl group|nightclub|sister,English,USA,PG-13,2012
Color,Jamie Blanks,96,Jessica Capshaw,20384136,Horror|Mystery|Thriller,Marley Shelton,Valentine ,20467,Johnny Whitworth,dance|nosebleed|revenge|valentine|valentine's day,English,USA,R,2001
Color,Olatunde Osunsanmi,98,Will Patton,25464480,Mystery|Sci-Fi|Thriller,Milla Jovovich,The Fourth Kind ,63108,Hakeem Kae-Kazim,abduction|alaska|alien|owl|patient,English,USA,PG-13,2009
Color,Robert Altman,105,Virginia Madsen,20338609,Comedy|Drama|Music,Meryl Streep,A Prairie Home Companion ,19655,Lily Tomlin,backstage|country music|cowboy|radio|singing,English,USA,PG-13,2006
 Black and White,Leon Ichaso,123,Clarence Williams III,18272447,Drama|Thriller,Khandi Alexander,Sugar Hill ,3119,Steve Harris,african american|harlem manhattan new york city|manhattan new york city|new york city|urination,English,USA,R,1993
Color,Joseph Zito,107,Richard Lynch,,Action|Thriller,Billy Drago,Invasion U.S.A. ,6143,Eddie Jones,army|nightmare|one man army|rescue|spy,English,USA,R,1985
Color,Malcolm D. Lee,112,Brandon T. Jackson,17378977,Comedy|Drama|Music|Romance,Jurnee Smollett-Bell,Roll Bounce ,5585,Shad Moss,1970s|boy|competition|roller skates|tubesocks,English,USA,PG-13,2005
Color,Wes Anderson,93,Connie Nielsen,17096053,Comedy|Drama,Bill Murray,Rushmore ,134458,Olivia Williams,coming of age|friendship|private school|student|teacher,English,USA,R,1998
Color,Colin Strause,97,Donald Faison,21371425,Action|Sci-Fi|Thriller,David Zayas,Skyline ,76199,Brittany Daniel,apartment|blue light|drawing|group of friends|light,English,USA,PG-13,2010
Color,John Madden,122,Celia Imrie,33071558,Comedy|Drama,Tina Desai,The Second Best Exotic Marigold Hotel ,22369,Ronald Pickup,sequel,English,UK,PG,2015
Color,Patricia Rozema,101,Jane Krakowski,17655201,Drama|Family,Julia Ormond,Kit Kittredge: An American Girl ,4719,Willow Smith,boarding house|girl|great depression|house|ohio,English,USA,G,2008
Color,Mark Rosman,100,Chris Noth,16247775,Comedy|Family|Romance,Ben Feldman,The Perfect Man ,23527,Vanessa Lengies,e mail|moving|perfect man|secret admirer|suitor,English,USA,PG,2005
Color,Spike Lee,129,Nicholas Turturro,16153600,Drama|Music|Romance,Denzel Washington,Mo' Better Blues ,8295,Charlie Murphy,comeback|friend|jazz|stage|trumpet,English,USA,R,1990
Color,Steve Oedekerk,81,Simon Rhee,16033556,Action|Comedy,Steve Oedekerk,Kung Pow: Enter the Fist ,37901,Jennifer Tung,chosen one|comic violence|intentionally bad|kung fu|stylized violence,English,USA,PG-13,2002
Color,Ron Underwood,96,Ariana Richards,16667084,Comedy|Horror|Sci-Fi,Reba McEntire,Tremors ,90070,Michael Gross,desert|giant worm|monster|pipe bomb|small town,English,USA,PG-13,1990
Color,Rob Schmidt,84,Lindy Booth,15417771,Horror|Thriller,Kevin Zegers,Wrong Turn ,87494,Julian Richings,forest|mountain|road|stupid victim|west virginia,English,USA,R,2003
Color,Walter Hill,100,David Carradine,,Western,Dennis Quaid,The Long Riders ,7322,Randy Quaid,bank|breasts|famous score|last man standing|revenge,English,USA,R,1980
Color,James Foley,110,Paul Ben-Victor,15156200,Action|Crime|Drama|Mystery|Thriller,Byron Mann,The Corruptor ,15358,Kim Chan,chinatown|illegal immigrant|new york|police|triad,English,USA,R,1999
Color,Jeff Nichols,130,Tye Sheridan,21589307,Drama,Matthew McConaughey,Mud ,135286,Sam Shepard,14 year old|boat|bounty hunter|boy|river,English,USA,PG-13,2012
Color,Robert Ben Garant,84,Thomas Lennon,20339754,Comedy|Crime,Wendi McLendon-Covey,Reno 911!: Miami ,23928,Carlos Alazraqui,beach|police|sex scene|spring break|vomiting,English,USA,R,2007
Color,Morgan Spurlock,106,Zayn Malik,28873374,Documentary|Music,Harry Styles,One Direction: This Is Us ,22161,Niall Horan,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,English,USA,PG,2013
Color,Neal Brennan,89,Noureen DeWulf,15102127,Comedy,Rob Riggle,"The Goods: Live Hard, Sell Hard ",17790,Charles Napier,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,English,USA,R,2009
Color,Tuck Tucker,76,Vincent Schiavelli,13684949,Adventure|Animation|Comedy|Family,Jennifer Jason Leigh,Hey Arnold! The Movie ,4564,Paul Sorvino,castle thunder|document|neighborhood|punctuation in title|villain arrested,English,USA,PG,2002
Color,Simon Curtis,99,Toby Jones,14597405,Biography|Drama,Eddie Redmayne,My Week with Marilyn ,71679,Julia Ormond,actress|assistant director|blonde bombshell|movie star|wardrobe,English,UK,R,2011
Color,Richard Shepard,96,Philip Baker Hall,12570442,Comedy|Crime|Drama|Thriller,Adam Scott,The Matador ,40514,Hope Davis,bar|hitman|luck|mexico|mexico city,English,USA,R,2005
Color,Theodore Witcher,104,Nia Long,12514138,Drama|Romance,Leonard Roberts,Love Jones ,2801,Larenz Tate,african american|cult film|ex boyfriend|middle class|sex,English,USA,R,1997
Color,Joel Edgerton,108,Allison Tolman,43771291,Mystery|Thriller,Busy Philipps,The Gift ,79909,Wendell Pierce,compulsive liar|fired from a job|gift|rape|substance abuse,English,USA,R,2015
Color,Jim Hanon,108,Chad Allen,11703287,Adventure|Drama,Chase Ellison,End of the Spear ,4360,Jack Guzman,death|missionary|spear|speared to death|tribe,English,USA,PG-13,2005
Color,Tommy O'Haver,87,Kirsten Dunst,11560259,Comedy|Romance,Mila Kunis,Get Over It ,15617,Carmen Electra,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,English,USA,PG-13,2001
Color,Mike Judge,89,Stephen Root,10824921,Comedy,Gary Cole,Office Space ,200293,Diedrich Bader,boss|computer|downsizing|neighbor|office,English,USA,R,1999
Color,Michael Patrick Jann,97,Kirstie Alley,10561238,Comedy|Romance|Thriller,Kirsten Dunst,Drop Dead Gorgeous ,27265,Ellen Barkin,beauty pageant|blonde|cheerleader uniform|small town|upskirt,English,Germany,PG-13,1999
Color,Tim Burton,106,Danny Huston,14479776,Biography|Crime|Drama|Romance,Christoph Waltz,Big Eyes ,55539,Jon Polito,1950s|abusive husband|artist|painting|secret,English,USA,PG-13,2014
Color,Peter Berg,100,Daniel Stern,9801782,Comedy|Crime|Thriller,Jon Favreau,Very Bad Things ,39331,Jeanne Tripplehorn,bachelor party|breasts|friend|prostitute|wedding,English,USA,R,1998
Color,Joe Nussbaum,89,Alexa PenaVega,8070311,Comedy|Romance,Steve Carell,Sleepover ,12706,Hunter Parrish,best friend|party|rival|scavenger hunt|sleepover,English,USA,PG,2004
Color,Brian De Palma,114,Dennis Franz,,Mystery|Thriller,Melanie Griffith,Body Double ,20113,Gregg Henry,actor|neighbor|police|thief|tunnel,English,USA,R,1984
Color,Jorma Taccone,95,Will Forte,8460995,Action|Comedy|Romance,Jasper Cole,MacGruber ,35888,Powers Boothe,colonel|lieutenant|nuclear warhead|team|washington d.c.,English,USA,R,2010
Color,Stephen Frears,97,Benedict Wong,8111360,Crime|Drama|Thriller,Sophie Okonedo,Dirty Pretty Things ,34848,Sergi López,hotel|immigrant|nigerian|surgery|underwear,English,UK,R,2002
Color,Elizabeth Banks,94,Kate Winslet,8828771,Comedy,Hugh Jackman,Movie 43 ,79146,Seth MacFarlane,awkwardness|embarrassment|gross out|irreverence|shame,English,USA,R,2013
Color,Florian Henckel von Donnersmarck,103,Angelina Jolie Pitt,67631157,Action|Romance|Thriller,Johnny Depp,The Tourist ,176606,Rufus Sewell,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,English,USA,PG-13,2010
Color,Jeff Lowell,95,William Morgan Sheppard,7563670,Comedy|Fantasy|Romance,Stephen Root,Over Her Dead Body ,21268,Wendi McLendon-Covey,accident|diary|ghost|psychic|veterinarian,English,USA,PG-13,2008
 Black and White,Lorene Scafaria,101,Mark Moses,6619173,Adventure|Comedy|Drama|Romance|Sci-Fi,Steve Carell,Seeking a Friend for the End of the World ,87203,Rob Huebel,candle|end of the world|letter|record|road trip,English,USA,R,2012
Color,Miguel Arteta,87,Stephen Root,6857503,Comedy,Kurtwood Smith,Cedar Rapids ,32697,Alia Shawkat,award|cedar rapids iowa|convention|hotel|insurance,English,USA,R,2011
Color,,40,T.J. Thyne,,Comedy|Crime|Drama|Mystery|Romance,Michaela Conlin,Bones             ,111506,Tamara Taylor,anthropologist|fbi|fbi agent|forensics|investigation,English,USA,TV-14,
 Black and White,Tony Kaye,101,Beverly D'Angelo,6712241,Crime|Drama,Ethan Suplee,American History X ,782437,Stacy Keach,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,English,USA,R,1998
Color,Marcus Dunstan,82,Johanna Braddy,6842058,Action|Horror|Thriller,Daniel Sharman,The Collection ,36029,Lee Tergesen,booby trap|brainwashing|mercenary|serial killer|trap,English,USA,R,2012
Color,Timothy Björklund,74,Kelsey Grammer,6491350,Animation|Comedy|Family|Fantasy|Musical,Nathan Lane,Teacher's Pet ,1231,Jerry Stiller,dog|florida|mad scientist|school|teacher,English,USA,PG,2004
Color,François Girard,130,Clotilde Mollet,9473382,Drama|Music|Mystery|Romance,Johannes Silberschneider,The Red Violin ,26832,Carlo Cecchi,auction|montreal|secret|violin|violinist,French,Canada,R,1998
Color,David Lynch,112,Richard Farnsworth,6197866,Biography|Drama,Sissy Spacek,The Straight Story ,63733,Everett McGill,cane|iowa|lawn mower|tractor|wisconsin,English,France,G,1999
Color,Scott Kalvert,96,James Franco,6044618,Action|Crime|Drama,Norman Reedus,Deuces Wild ,6200,Frankie Muniz,1950s|drug overdose|gang|gang war|new york city,English,USA,R,2002
Color,Jason Bateman,89,Philip Baker Hall,7764027,Comedy|Drama,Beth Grant,Bad Words ,38459,Patricia Belcher,directed by star|indian american|spelling|spelling bee|two word title,English,USA,R,2013
Color,David Schwimmer,100,Iddo Goldberg,5998971,Comedy|Romance|Sport,Dylan Moran,"Run, Fatboy, Run ",58509,India de Beaufort,blister|gym|marathon|training|wedding,English,UK,PG-13,2007
Color,Allan Arkush,78,Randy Quaid,,Comedy|Sci-Fi,Bernadette Peters,Heartbeeps ,1040,Christopher Guest,escape|fish out of water|love|robot|servant,English,USA,PG,1981
Color,Mike Binder,121,Gillian Jacobs,21569041,Drama,Jennifer Ehle,Black or White ,8058,Jillian Estell,color in title,English,USA,PG-13,2014
Color,Eric Bross,85,Tamala Jones,4356743,Comedy|Family|Romance,Jerry Stiller,On the Line ,3662,Dave Foley,based on short film|chicago illinois|el train|love|train,English,USA,PG,2001
Color,Werner Herzog,120,Toby Huss,5484375,Adventure|Biography|Drama|War,Christian Bale,Rescue Dawn ,84641,François Chau,bombing|guard|jungle|laos|prisoner,English,USA,PG-13,2006
Color,Dan Fogelman,106,Jennifer Garner,5348317,Comedy|Drama|Music,Al Pacino,Danny Collins ,20810,Melissa Benoist,entertainer|inspiration|lost opportunity|pregnant mother|rock star,English,USA,R,2015
Color,Jay Duplass,83,Evan Ross,4244155,Comedy|Drama,Judy Greer,"Jeff, Who Lives at Home ",56005,Rae Dawn Chong,basement|errand|secret admirer|slacker|wrong number,English,USA,R,2011
Color,Luca Guadagnino,120,Waris Ahluwalia,5004648,Drama|Romance,Flavio Parenti,I Am Love ,14031,Alba Rohrwacher,chef|friend|italy|restaurant|russian,Italian,Italy,R,2009
Color,John Putch,111,Diedrich Bader,3333823,Drama|Mystery|Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike ,5612,Esai Morales,box office flop|critically bashed|government|industrialist|railroad,English,USA,PG-13,2012
Color,Peter Medak,100,Michael Wincott,3275585,Action|Crime|Drama|Thriller,Gary Oldman,Romeo Is Bleeding ,10735,Lena Olin,detective|police|protection|russian|sergeant,English,UK,R,1993
Color,Steven Soderbergh,89,Lesley Ann Warren,3193102,Crime|Drama|Mystery|Thriller,Peter Fonda,The Limey ,24412,William Lucking,daughter|englishman|ex con|revenge|young woman,English,USA,R,1999
Color,Paul Haggis,115,Loretta Devine,54557348,Crime|Drama|Thriller,Don Cheadle,Crash ,361169,Jennifer Esposito,race relations|racism|racist|social problem|stereotype,English,Germany,R,2004
Color,Terence Davies,135,Anthony LaPaglia,3041803,Drama|Romance,Eric Stoltz,The House of Mirth ,6377,Elizabeth McGovern,high society|love|money|reputation|wealth,English,UK,PG,2000
Color,Harley Cokeliss,92,Tracey Walter,3060858,Action|Drama|Thriller,Cliff Robertson,Malone ,1768,Dennis Burkley,assassin|box office flop|cia|farmer|power,English,USA,R,1987
Color,Victor Salva,120,Tim DeKay,1055654,Drama|Romance|Sport,Scott Mechlowicz,Peaceful Warrior ,20426,Agnes Bruckner,college|college athlete|comeback|gymnast|olympics,English,Germany,PG-13,2006
Color,Tom Brady,97,Kevin Nealon,2331318,Comedy,Don Johnson,Bucky Larson: Born to Be a Star ,9541,Nicholas Turturro,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,English,USA,R,2011
Color,Spike Lee,135,Michael Rapaport,2185266,Comedy|Drama|Music,Gillian White,Bamboozled ,8720,Jada Pinkett Smith,actor|minstrel show|protest|success|writer,English,USA,R,2000
Color,Jason Zada,93,Stephanie Vogt,26583369,Horror|Mystery|Thriller,Eoin Macken,The Forest ,20837,Gen Seto,forest|japan|suicide|suicide forest|supernatural,English,USA,PG-13,2016
Color,Franklin J. Schaffner,118,William Hootkins,800000,Adventure|Mystery|Thriller,Frank Langella,Sphinx ,892,John Gielgud,bat|curse|egyptologist|mummy|murder,English,USA,PG,1981
Color,Noah Baumbach,97,Maria Dizzia,7574066,Comedy|Drama,Naomi Watts,While We're Young ,30325,Dree Hemingway,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,English,USA,R,2014
Color,Chris Weitz,98,Eddie 'Piolin' Sotelo,1754319,Drama|Romance,Demián Bichir,A Better Life ,13174,Robert Peters,gang|gardener|money|police|truck,English,USA,PG-13,2011
Color,David Cronenberg,98,John Neville,1641788,Drama|Mystery|Thriller,Miranda Richardson,Spider ,30096,Lynn Redgrave,halfway house|key|reality|schizophrenia|spider,English,Canada,R,2002
Color,Eric Blakeney,101,Oliver Platt,1631839,Comedy|Crime|Romance,Liam Neeson,Gun Shy ,5936,Mitch Pileggi,colombian|enema|group therapy|murder|nurse,English,USA,R,2000
Color,Douglas McGrath,132,Anne Hathaway,1309849,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,Jim Broadbent,boy|boys' school|death|friend|orphan,English,UK,PG,2002
Color,Ariel Vromen,106,James Franco,1939441,Biography|Crime|Drama,Chris Evans,The Iceman ,55567,Robert Davi,based on true story|contract killer|crime family|murder of a girl|serial murderer,English,USA,R,2012
Color,,55,Olaf Lubaszenko,447093,Drama,Krystyna Janda,Dekalog             ,12591,Olgierd Lukaszewicz,meaning of life|moral challenge|morality|search for meaning|ten commandments,Polish,Poland,TV-MA,
Color,Rakesh Roshan,168,Rekha,,Action|Adventure|Romance|Sci-Fi,Naseeruddin Shah,Krrish ,12411,Sharat Saxena,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,Hindi,India,Not Rated,2006
Color,John Waters,87,Melanie Griffith,1276984,Comedy|Crime|Thriller,Alicia Witt,Cecil B. DeMented ,11403,Kevin Nealon,actress|drive in|female protagonist|movie star|woman shot in the forehead,English,France,R,2000
Color,William Friedkin,98,Scott A. Martin,1987762,Crime|Drama|Romance|Thriller,Matthew McConaughey,Killer Joe ,59297,Carol Sutton,female nudity|female pubic hair|lingerie|neo noir|pubic hair,English,USA,R,2011
Color,Derrick Borte,96,Gary Cole,1474508,Comedy|Drama,Demi Moore,The Joneses ,33473,Robert Pralgo,envy|fake family|gadget|materialism|unhappy marriage,English,USA,R,2009
Color,Richard Kwietniowski,104,Minnie Driver,1011054,Crime|Drama|Thriller,Philip Seymour Hoffman,Owning Mahowny ,10585,Maury Chaykin,bank|bank fraud|bank manager|gambling|toronto,English,Canada,R,2003
Color,Bob Odenkirk,93,Lee Majors,900926,Comedy,Jenna Fischer,The Brothers Solomon ,9517,Will Forte,antarctica|coma|neighbor|phd|pregnancy,English,USA,R,2007
Color,Kar-Wai Wong,95,Norah Jones,866778,Drama|Romance,Natalie Portman,My Blueberry Nights ,44208,Adriane Lenox,blueberry pie|diner|nevada|new york city|pie,English,Hong Kong,PG-13,2007
Color,John Turturro,119,Ben Gazzara,836641,Drama,Beverly D'Angelo,Illuminata ,1402,George DiCenzo,critic|new york|new york city|playwright|theater critic,English,Spain,R,1998
Color,Guy Ritchie,89,Jeanne Tripplehorn,598645,Comedy|Romance,Bruce Greenwood,Swept Away ,13145,David Thornton,island|sailor|storm|stranded|vacation,English,UK,R,2002
Color,Joshua Seftel,107,Sergej Trifunovic,578527,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",20008,Ned Bellamy,assassin|corporation|pop star|reporter|satire,English,USA,R,2008
 Black and White,Stephen Chow,85,Karen Mok,488872,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer ,56923,Kwok-Kwan Chan,cult film|kung fu|martial arts|shaolin|soccer,Cantonese,Hong Kong,PG,2001
Color,Vincent Gallo,93,Cheryl Tiegs,365734,Drama,Vincent Gallo,The Brown Bunny ,11487,Anna Vareschi,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,English,USA,Not Rated,2003
Color,Claude Chabrol,101,François Cluzet,231417,Comedy|Crime|Thriller,Isabelle Huppert,The Swindle ,1649,Michel Serrault,con|con artist|money|scam|sils maria,French,France,,1997
Color,Jon Stewart,103,Claire Foy,3093491,Biography|Drama,Numan Acar,Rosewater ,8307,Haluk Bilginer,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,English,USA,R,2014
Color,Bigas Luna,101,Aitana Sánchez-Gijón,244465,Drama|Romance,Olivier Martinez,The Chambermaid on the Titanic ,1135,Romane Bohringer,foundry|foundry worker|french|friend|titanic,French,France,,1997
Color,Ralph Fiennes,123,Ashraf Barhom,756452,Drama|Thriller|War,Gerard Butler,Coriolanus ,27009,Lubna Azabal,modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus,English,UK,R,2011
Color,Dan Harris,111,Ryan Donowho,228524,Comedy|Drama,Kip Pardue,Imaginary Heroes ,8708,Larry Fessenden,cat|christmas song|lawn mowing|leave of absence|medication,English,USA,R,2004
Color,Mel Smith,86,Danny Dyer,226792,Action|Comedy|Drama,Minnie Driver,High Heels and Low Lifes ,3080,Mary McCormack,attempted murder|blackmail|diver's watch|nurse|satire,English,UK,R,2001
Color,Bobcat Goldthwait,99,Daryl Sabara,221210,Comedy|Drama,Robin Williams,World's Greatest Dad ,31964,Henry Simmons,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,English,USA,R,2009
Color,Christopher Smith,90,Toby Stephens,136432,Comedy|Horror|Thriller,Danny Dyer,Severance ,31890,Laura Harris,blood splatter|eastern europe|female nudity|pine forest|team building,English,UK,R,2006
Color,Stuart Gordon,82,Dulé Hill,131617,Drama|Thriller,Joe Mantegna,Edmond ,9971,Jeffrey Combs,bipolar disorder|sodomy|stabbing|street life|violence,English,USA,R,2005
Color,Jake Scott,110,Ally Sheedy,152857,Drama,Kristen Stewart,Welcome to the Rileys ,19979,Kerry Cahill,businessman|prostitute|street|stripper|travel,English,UK,R,2010
Color,Alan Metter,83,Michael Winslow,126247,Comedy|Crime,Christopher Lee,Police Academy: Mission to Moscow ,24958,G.W. Bailey,captain|commandant|mafia|russian mafia|security system,English,USA,PG,1994
Color,Jeb Stuart,128,Nate Parker,82739,Drama,Ricky Schroder,Blood Done Sign My Name ,465,Lee Norris,based on autobiography|based on novel|based on true story|murder|racism,English,USA,PG-13,2010
Color,Rafa Lara,125,Andrés Montiel,169379,Drama|History|War,Jorge Luis Moreno,"Cinco de Mayo, La Batalla ",683,William Miller,,Spanish,Mexico,R,2013
Color,Michael Radford,97,Jared Gilman,,Comedy|Drama|Romance,Chris Noth,Elsa & Fred ,2041,James Brolin,apartment|death of protagonist|follow that car|la dolce vita|love,English,USA,PG-13,2014
Color,Arthur Hiller,86,Harvey Weinstein,15447,Comedy,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,2971,Ryan O'Neal,box office flop|critically bashed|director|hollywood|mockumentary,English,USA,R,1997
Color,Michael Meredith,91,Justin Timberlake,19348,Comedy|Drama,Jeff Bridges,The Open Road ,2941,Ted Danson,american south|baseball|farmland|motel|road trip,English,USA,PG-13,2009
Color,Julio DePietro,90,Scott Porter,100503,Comedy|Romance,Adrian Martinez,The Good Guy ,7759,Aaron Yoo,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,English,USA,R,2009
Color,Katherine Dieckmann,90,Minnie Driver,92900,Comedy|Drama,Stephanie Szostak,Motherhood ,3662,Anthony Edwards,birthday|birthday party|delivery man|mother|neighbor,English,USA,PG-13,2009
Color,William Dear,94,Corbin Bleu,140987,Drama,Madison Pettis,Free Style ,361,Sandra Echeverría,,English,Canada,PG,2008
Color,Kim Farrant,112,Reef Ireland,,Drama|Mystery|Thriller,Nicholas Hamilton,Strangerland ,5637,Sean Keenan,australian|desert|mother daughter relationship|mother son relationship|promiscuity,English,Australia,R,2015
Color,Marcus Raboy,85,Tamala Jones,,Comedy|Crime|Music,Mike Epps,The Janky Promoters ,1097,Glenn Plummer,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,English,USA,R,2009
Color,Scott Marshall,93,Drew Waters,5561,Comedy|Romance,Drew Fuller,Blonde Ambition ,4995,Larry Miller,boss|business|career|confidence|female protagonist,English,USA,PG-13,2007
Color,Álex de la Iglesia,104,Leonor Watling,3607,Crime|Mystery|Thriller,Jim Carter,The Oxford Murders ,22753,Danny Sapani,landlady|lecture|murder|oxford university|symbol,English,Spain,R,2008
Color,Andrew Traucki,94,Gyton Grantley,,Horror|Thriller,Damian Walshe-Howling,The Reef ,11950,Adrienne Pickering,boat|great white shark|killing an animal|shark|underwater,English,Australia,R,2010
